Province_State,Admin2,Lat,Long_,Date,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
Idaho,Ada,43.4526575,-116.24155159999998,2020-03-16,2,0,0.0,0.0
Idaho,Blaine,43.4085812,-113.9752658,2020-03-16,1,0,0.0,0.0
Idaho,Teton,43.75303583,-111.2056773,2020-03-16,1,0,0.0,0.0
Illinois,Champaign,40.13919438,-88.20046615,2020-03-16,1,0,1.0,0.0
Illinois,Cook,41.84144849,-87.81658794,2020-03-16,62,0,12.0,0.0
Illinois,Cumberland,39.27432424,-88.2401158,2020-03-16,1,0,0.0,0.0
Illinois,DuPage,41.85116968,-88.08642662,2020-03-16,1,0,0.0,0.0
Illinois,Kane,41.93842729,-88.42861412,2020-03-16,4,0,1.0,0.0
Illinois,Lake,42.3224907,-88.00367925,2020-03-16,4,0,1.0,0.0
Illinois,McHenry,42.32451172,-88.45248227,2020-03-16,2,0,0.0,0.0
Illinois,St. Clair,38.46996033,-89.93063427,2020-03-16,4,0,2.0,0.0
Illinois,Sangamon,39.75836914,-89.65872023,2020-03-16,2,0,0.0,0.0
Illinois,Will,41.44619267,-87.97862712,2020-03-16,1,0,1.0,0.0
Illinois,Woodford,40.78579374,-89.20973757,2020-03-16,1,0,0.0,0.0
Indiana,Adams,40.7457653,-84.93671406,2020-03-16,1,0,0.0,0.0
Indiana,Bartholomew,39.20744865,-85.89558181,2020-03-16,1,0,1.0,0.0
Indiana,Boone,40.0509304,-86.46841646,2020-03-16,1,0,0.0,0.0
Indiana,Floyd,38.32117957,-85.90385377,2020-03-16,1,0,1.0,0.0
Indiana,Hamilton,40.07306535,-86.05244729,2020-03-16,1,0,0.0,0.0
Indiana,Hancock,39.82304555,-85.77566351,2020-03-16,1,0,0.0,0.0
Indiana,Hendricks,39.76719009,-86.51037283,2020-03-16,3,0,1.0,0.0
Indiana,Howard,40.48527731,-86.11351892,2020-03-16,2,0,1.0,0.0
Indiana,Johnson,39.48994426,-86.10149107,2020-03-16,3,0,0.0,0.0
Indiana,LaPorte,41.54366008,-86.74072188,2020-03-16,1,0,0.0,0.0
Indiana,Marion,39.78163624,-86.13826325,2020-03-16,7,1,1.0,1.0
Indiana,Noble,41.39672484,-85.41966713,2020-03-16,1,0,0.0,0.0
Indiana,St. Joseph,41.61756781,-86.29040834,2020-03-16,1,0,0.0,0.0
Indiana,Wells,40.72934187,-85.22132966,2020-03-16,1,0,0.0,0.0
Iowa,Allamakee,43.28383218,-91.37860922,2020-03-16,2,0,2.0,0.0
Iowa,Carroll,42.03617207,-94.86032705,2020-03-16,1,0,0.0,0.0
Iowa,Dallas,41.68560356,-94.04127625,2020-03-16,2,0,1.0,0.0
Iowa,Harrison,41.68330137,-95.81558439,2020-03-16,1,0,0.0,0.0
Iowa,Johnson,41.67169354,-91.58754744,2020-03-16,15,0,1.0,0.0
Iowa,Polk,41.68679484,-93.57767461,2020-03-16,1,0,1.0,0.0
Iowa,Pottawattamie,41.33640314,-95.53907776,2020-03-16,1,0,0.0,0.0
Kansas,Butler,37.78134351,-96.83878537,2020-03-16,1,0,0.0,0.0
Kansas,Franklin,38.56443815,-95.28644341,2020-03-16,1,0,0.0,0.0
Kansas,Johnson,38.88548175,-94.82250877,2020-03-16,8,0,3.0,0.0
Kansas,Wyandotte,39.11727348,-94.76378225,2020-03-16,1,1,0.0,0.0
Kentucky,Bourbon,38.2054607,-84.21827874,2020-03-16,1,1,1.0,1.0
Kentucky,Clark,37.9689263,-84.14615986,2020-03-16,1,0,1.0,0.0
Kentucky,Fayette,38.0368225,-84.45576892,2020-03-16,5,0,0.0,0.0
Kentucky,Harrison,38.44188174,-84.32869741,2020-03-16,6,0,0.0,0.0
Kentucky,Jefferson,38.18664655,-85.65931031,2020-03-16,6,0,2.0,0.0
Kentucky,Montgomery,38.03253032,-83.9145241,2020-03-16,1,0,-1.0,0.0
Kentucky,Nelson,37.80335779,-85.4657193,2020-03-16,1,0,0.0,0.0
Louisiana,Ascension,30.20406249,-90.91328409999998,2020-03-16,1,0,1.0,0.0
Louisiana,Bossier,32.67932307,-93.60460152,2020-03-16,1,0,0.0,0.0
Louisiana,Caddo,32.57991587,-93.88375652,2020-03-16,3,0,2.0,0.0
Louisiana,Jefferson,29.74075478,-90.11115756,2020-03-16,16,0,4.0,0.0
Louisiana,Lafourche,29.52470226,-90.40976986,2020-03-16,2,0,1.0,0.0
Louisiana,Orleans,30.06971951,-89.92660315,2020-03-16,79,3,13.0,1.0
Louisiana,St. Bernard,29.87761636,-89.51887093,2020-03-16,1,0,1.0,0.0
Louisiana,St. Charles,29.90709658,-90.35555967,2020-03-16,3,0,1.0,0.0
Louisiana,St. John the Baptist,30.12597499,-90.4753503,2020-03-16,1,0,0.0,0.0
Louisiana,St. Tammany,30.40942847,-89.95642711,2020-03-16,5,0,3.0,0.0
Louisiana,Terrebonne,29.37343766,-90.82626855,2020-03-16,3,0,2.0,0.0
Maine,Androscoggin,44.1664747,-70.20380627,2020-03-16,1,0,0.0,0.0
Maine,Cumberland,43.8370751,-70.37226999,2020-03-16,13,0,12.0,0.0
Maine,Knox,44.11486325,-69.10529169,2020-03-16,1,0,1.0,0.0
Maine,Lincoln,44.05996956,-69.54227124,2020-03-16,2,0,2.0,0.0
Maryland,Anne Arundel,39.00670238,-76.60329337,2020-03-16,1,0,-1.0,0.0
Maryland,Baltimore,39.45784712,-76.62911955,2020-03-16,4,0,1.0,0.0
Maryland,Carroll,39.56453592,-77.02373735,2020-03-16,1,0,0.0,0.0
Maryland,Charles,38.51092331,-76.98580666,2020-03-16,1,0,0.0,0.0
Maryland,Frederick,39.47296601,-77.39999394,2020-03-16,1,0,1.0,0.0
Maryland,Harford,39.55010644,-76.30775940000002,2020-03-16,2,0,0.0,0.0
Maryland,Howard,39.25305293,-76.93126208,2020-03-16,4,0,4.0,0.0
Maryland,Montgomery,39.13676329,-77.20358245,2020-03-16,15,0,8.0,0.0
Maryland,Prince George's,38.83070039,-76.8496441,2020-03-16,10,0,3.0,0.0
Maryland,Talbot,38.76618159,-76.10882561,2020-03-16,1,0,1.0,0.0
Maryland,Baltimore City,39.30211911,-76.61151012,2020-03-16,2,0,1.0,0.0
Massachusetts,Barnstable,41.72980578,-70.28854339,2020-03-16,1,0,0.0,0.0
Massachusetts,Berkshire,42.37428441,-73.20524838,2020-03-16,11,0,2.0,0.0
Massachusetts,Bristol,41.79228404,-71.10872211,2020-03-16,2,0,1.0,0.0
Massachusetts,Essex,42.6687626,-70.94687179,2020-03-16,8,0,3.0,0.0
Massachusetts,Hampden,42.13440424,-72.63235561,2020-03-16,1,0,1.0,0.0
Massachusetts,Middlesex,42.48607732,-71.39049229,2020-03-16,83,0,18.0,0.0
Massachusetts,Norfolk,42.16073095,-71.20530408,2020-03-16,36,0,8.0,0.0
Massachusetts,Plymouth,41.94070556,-70.80802823,2020-03-16,3,0,3.0,0.0
Massachusetts,Suffolk,42.327951399999996,-71.07850442,2020-03-16,36,0,9.0,0.0
Massachusetts,Worcester,42.35026951,-71.90493363,2020-03-16,6,0,4.0,0.0
Michigan,Bay,43.70639106,-83.98731479,2020-03-16,1,0,0.0,0.0
Michigan,Charlevoix,45.37790017,-85.19614053,2020-03-16,1,0,0.0,0.0
Michigan,Ingham,42.59716886,-84.37472069,2020-03-16,1,0,0.0,0.0
Michigan,Kent,43.03197711,-85.54934642,2020-03-16,5,0,2.0,0.0
Michigan,Macomb,42.69158356,-82.92752801,2020-03-16,6,0,4.0,0.0
Michigan,Monroe,41.92734151,-83.53749864,2020-03-16,1,0,0.0,0.0
Michigan,Montcalm,43.31082541,-85.15252824,2020-03-16,1,0,0.0,0.0
Michigan,Oakland,42.66090111,-83.38595416,2020-03-16,14,0,5.0,0.0
Michigan,Ottawa,42.95996803,-85.9969107,2020-03-16,1,0,1.0,0.0
Michigan,St. Clair,42.92655373,-82.67937954,2020-03-16,2,0,1.0,0.0
Michigan,Washtenaw,42.253105,-83.83853204,2020-03-16,7,0,3.0,0.0
Michigan,Wayne,42.28098405,-83.281255,2020-03-16,14,0,6.0,0.0
Minnesota,Anoka,45.27476015,-93.24604565,2020-03-16,3,0,2.0,0.0
Minnesota,Benton,45.69804958,-93.99514135,2020-03-16,1,0,1.0,0.0
Minnesota,Carver,44.82017001,-93.80099179999999,2020-03-16,1,0,0.0,0.0
Minnesota,Dakota,44.67172617,-93.06299363,2020-03-16,5,0,3.0,0.0
Minnesota,Hennepin,45.00761521,-93.47694895,2020-03-16,22,0,16.0,0.0
Minnesota,Olmsted,44.00374114,-92.40209944,2020-03-16,3,0,2.0,0.0
Minnesota,Ramsey,45.01625271,-93.09872295,2020-03-16,10,0,5.0,0.0
Minnesota,Renville,44.72836381,-94.94553734,2020-03-16,1,0,0.0,0.0
Minnesota,Stearns,45.55192576,-94.61078221,2020-03-16,3,0,0.0,0.0
Minnesota,Waseca,44.02211116,-93.58720034,2020-03-16,1,0,1.0,0.0
Minnesota,Washington,45.03864533,-92.88429635,2020-03-16,2,0,2.0,0.0
Minnesota,Wright,45.17297924,-93.96234781,2020-03-16,1,0,0.0,0.0
Mississippi,Copiah,31.86977774,-90.44565118,2020-03-16,2,0,1.0,0.0
Mississippi,Forrest,31.18961454,-89.25832496,2020-03-16,3,0,0.0,0.0
Mississippi,Hancock,30.41830223,-89.48851033,2020-03-16,1,0,1.0,0.0
Mississippi,Hinds,32.2656285,-90.44435448,2020-03-16,2,0,2.0,0.0
Mississippi,Leflore,33.55545125,-90.29900733,2020-03-16,1,0,0.0,0.0
Mississippi,Monroe,33.89236763,-88.4808438,2020-03-16,1,0,1.0,0.0
Mississippi,Pearl River,30.77090935,-89.58677275,2020-03-16,2,0,1.0,0.0
Missouri,Greene,37.2575872,-93.34230916,2020-03-16,3,0,1.0,0.0
Missouri,Henry,38.38482826,-93.79293734,2020-03-16,1,0,0.0,0.0
Missouri,St. Louis,38.63770039999999,-90.4458375,2020-03-16,2,0,0.0,0.0
Montana,Gallatin,45.54486106,-111.1692571,2020-03-16,1,0,0.0,0.0
Montana,Lewis and Clark,47.12610041,-112.39469799999999,2020-03-16,1,0,0.0,0.0
Montana,Missoula,47.03728583,-113.92135079999998,2020-03-16,2,0,0.0,0.0
Montana,Silver Bow,45.90018933,-112.6620092,2020-03-16,1,0,0.0,0.0
Montana,Yellowstone,45.93955949,-108.26914860000001,2020-03-16,1,0,0.0,0.0
Nebraska,Cass,40.90899107,-96.13971217,2020-03-16,1,0,0.0,0.0
Nebraska,Douglas,41.29518299,-96.15085305,2020-03-16,16,0,1.0,0.0
Nebraska,Knox,42.63758421,-97.89178836,2020-03-16,1,0,0.0,0.0
Nevada,Clark,36.21458855,-115.0130241,2020-03-16,35,1,19.0,1.0
Nevada,Washoe,40.66562265,-119.6631594,2020-03-16,9,0,5.0,0.0
Nevada,Carson City,39.15509045,-119.7480219,2020-03-16,1,0,1.0,0.0
New Hampshire,Carroll,43.87498583,-71.20430216,2020-03-16,1,0,1.0,0.0
New Hampshire,Grafton,43.93779815,-71.82057197,2020-03-16,5,0,2.0,0.0
New Hampshire,Hillsborough,42.91537785,-71.7200253,2020-03-16,1,0,1.0,0.0
New Hampshire,Rockingham,42.98499744,-71.12883377,2020-03-16,10,0,6.0,0.0
New Jersey,Bergen,40.96010917,-74.07164325,2020-03-16,61,1,36.0,0.0
New Jersey,Burlington,39.87681124,-74.66927768,2020-03-16,5,0,2.0,0.0
New Jersey,Camden,39.80343818,-74.96388753,2020-03-16,3,0,1.0,0.0
New Jersey,Essex,40.78681335,-74.24657979,2020-03-16,20,0,13.0,0.0
New Jersey,Hudson,40.73766234,-74.07515667,2020-03-16,19,0,14.0,0.0
New Jersey,Hunterdon,40.56335249,-74.91284156,2020-03-16,1,0,0.0,0.0
New Jersey,Mercer,40.28047017,-74.70479631,2020-03-16,6,0,5.0,0.0
New Jersey,Middlesex,40.43629879,-74.41426991,2020-03-16,17,0,7.0,0.0
New Jersey,Monmouth,40.26549699,-74.22240686,2020-03-16,14,1,6.0,0.0
New Jersey,Morris,40.86095313,-74.54553709999998,2020-03-16,6,0,3.0,0.0
New Jersey,Ocean,39.8895449,-74.28089251,2020-03-16,3,0,2.0,0.0
New Jersey,Passaic,41.03238628,-74.29954144,2020-03-16,8,0,6.0,0.0
New Jersey,Somerset,40.56465737,-74.61683016,2020-03-16,5,0,4.0,0.0
New Jersey,Union,40.65835409,-74.30680092,2020-03-16,8,0,5.0,0.0
New Mexico,Bernalillo,35.05163625,-106.6703554,2020-03-16,14,0,8.0,0.0
New Mexico,Sandoval,35.68862401,-106.86878030000001,2020-03-16,2,0,0.0,0.0
New Mexico,Santa Fe,35.50708973,-105.9774716,2020-03-16,3,0,0.0,0.0
New Mexico,Socorro,34.00715494,-106.9298354,2020-03-16,2,0,0.0,0.0
New York,Albany,42.60060306,-73.97723916,2020-03-16,15,0,8.0,0.0
New York,Allegany,42.25748406,-78.02750466,2020-03-16,2,0,2.0,0.0
New York,Broome,42.15903158,-75.81326086,2020-03-16,1,0,0.0,0.0
New York,Delaware,42.19837623,-74.96709306,2020-03-16,1,0,0.0,0.0
New York,Dutchess,41.76486060000001,-73.74356679,2020-03-16,10,0,6.0,0.0
New York,Erie,42.76249024,-78.73063652,2020-03-16,7,0,4.0,0.0
New York,Greene,42.275797,-74.12384884,2020-03-16,2,0,2.0,0.0
New York,Herkimer,43.42034246,-74.96145307,2020-03-16,1,0,0.0,0.0
New York,Monroe,43.14638895,-77.69322942,2020-03-16,11,0,9.0,0.0
New York,Montgomery,42.90123494,-74.44011632,2020-03-16,1,0,1.0,0.0
New York,Nassau,40.74066522,-73.58941873,2020-03-16,109,0,30.0,0.0
New York,New York,40.76727260000001,-73.97152637,2020-03-16,463,7,194.0,6.0
New York,Onondaga,43.00491923,-76.19971155,2020-03-16,1,0,1.0,0.0
New York,Ontario,42.85145728,-77.30874425,2020-03-16,1,0,1.0,0.0
New York,Orange,41.40337468,-74.30240757,2020-03-16,11,0,5.0,0.0
New York,Putnam,41.42630093,-73.74965532,2020-03-16,2,0,2.0,0.0
New York,Rockland,41.15027894,-74.02560498,2020-03-16,16,1,4.0,0.0
New York,Saratoga,43.10904162,-73.86653895,2020-03-16,5,0,2.0,0.0
New York,Schenectady,42.81668777,-74.05278291,2020-03-16,4,0,3.0,0.0
New York,Suffolk,40.88320119,-72.8012172,2020-03-16,74,2,33.0,2.0
New York,Tioga,42.16852837,-76.30835812,2020-03-16,1,0,0.0,0.0
New York,Tompkins,42.44945765,-76.47229843,2020-03-16,2,0,1.0,0.0
New York,Ulster,41.89027881,-74.26252104,2020-03-16,7,0,2.0,0.0
New York,Westchester,41.16278376,-73.75741653,2020-03-16,220,0,42.0,0.0
North Carolina,Brunswick,34.070565,-78.22814204,2020-03-16,1,0,0.0,0.0
North Carolina,Cabarrus,35.3877799,-80.55267168,2020-03-16,1,0,0.0,0.0
North Carolina,Chatham,35.70394416,-79.25541492,2020-03-16,1,0,0.0,0.0
North Carolina,Craven,35.11833364,-77.08398081,2020-03-16,1,0,0.0,0.0
North Carolina,Durham,36.03638492,-78.87608331,2020-03-16,1,0,0.0,0.0
North Carolina,Forsyth,36.12859861,-80.25459052,2020-03-16,2,0,0.0,0.0
North Carolina,Harnett,35.36731853,-78.87243571,2020-03-16,3,0,1.0,0.0
North Carolina,Iredell,35.80950511,-80.8743128,2020-03-16,1,0,1.0,0.0
North Carolina,Johnston,35.51745004,-78.36622717,2020-03-16,2,0,0.0,0.0
North Carolina,Mecklenburg,35.24469268,-80.8317671,2020-03-16,7,0,3.0,0.0
North Carolina,Onslow,34.72607366,-77.42908179,2020-03-16,1,0,0.0,0.0
North Carolina,Wake,35.78879266,-78.65249174,2020-03-16,15,0,1.0,0.0
North Carolina,Watauga,36.23103603,-81.70033724,2020-03-16,1,0,0.0,0.0
North Carolina,Wayne,35.36438125,-78.00027268,2020-03-16,1,0,0.0,0.0
North Carolina,Wilson,35.70625477,-77.917978,2020-03-16,1,0,1.0,0.0
North Dakota,Ward,48.22390169,-101.54367629999999,2020-03-16,1,0,0.0,0.0
Ohio,Belmont,40.01625942,-80.9924051,2020-03-16,2,0,0.0,0.0
Ohio,Butler,39.44012838,-84.57388716,2020-03-16,6,0,2.0,0.0
Ohio,Cuyahoga,41.424119,-81.65918339,2020-03-16,24,0,13.0,0.0
Ohio,Franklin,39.96995815,-83.01115755,2020-03-16,3,0,0.0,0.0
Ohio,Geauga,41.49952319,-81.17935342,2020-03-16,1,0,1.0,0.0
Ohio,Lorain,41.29553751,-82.15083537,2020-03-16,3,0,2.0,0.0
Ohio,Lucas,41.62101218,-83.65468618,2020-03-16,1,0,0.0,0.0
Ohio,Medina,41.11770589,-81.89986209999998,2020-03-16,2,0,2.0,0.0
Ohio,Stark,40.81482476,-81.36437305,2020-03-16,3,0,0.0,0.0
Ohio,Summit,41.12464734,-81.53123079,2020-03-16,2,0,0.0,0.0
Ohio,Trumbull,41.31735028,-80.76109643,2020-03-16,2,0,0.0,0.0
Ohio,Tuscarawas,40.44214695,-81.47226262,2020-03-16,1,0,0.0,0.0
Oklahoma,Canadian,35.5426055,-97.98465569,2020-03-16,1,0,1.0,0.0
Oklahoma,Cleveland,35.20413532,-97.32519562,2020-03-16,2,0,2.0,0.0
Oklahoma,Jackson,34.58781741,-99.41138784,2020-03-16,1,0,0.0,0.0
Oklahoma,Kay,36.81799745,-97.14421435,2020-03-16,1,0,1.0,0.0
Oklahoma,Oklahoma,35.55140095,-97.40716948,2020-03-16,1,0,0.0,0.0
Oklahoma,Payne,36.07695283,-96.97584944,2020-03-16,1,0,1.0,0.0
Oklahoma,Tulsa,36.11939621,-95.94013939,2020-03-16,3,0,1.0,0.0
Oregon,Clackamas,45.18787398,-122.2179634,2020-03-16,1,0,0.0,0.0
Oregon,Deschutes,43.91570171,-121.2289121,2020-03-16,4,0,1.0,0.0
Oregon,Douglas,43.27941273,-123.16729099999999,2020-03-16,1,0,0.0,0.0
Oregon,Jackson,42.43201126,-122.72893090000001,2020-03-16,2,0,0.0,0.0
Oregon,Klamath,42.68762984,-121.64964609999998,2020-03-16,1,0,0.0,0.0
Oregon,Linn,44.48899494,-122.53731540000001,2020-03-16,10,0,1.0,0.0
Oregon,Marion,44.90287942,-122.58151170000001,2020-03-16,2,0,0.0,0.0
Oregon,Multnomah,45.54747959,-122.4169351,2020-03-16,1,1,0.0,0.0
Oregon,Polk,44.90322804,-123.4128888,2020-03-16,1,0,0.0,0.0
Oregon,Umatilla,45.59073056,-118.7353826,2020-03-16,2,0,0.0,0.0
Oregon,Washington,45.55972701,-123.0955257,2020-03-16,13,0,0.0,0.0
Oregon,Yamhill,45.23330449,-123.3086963,2020-03-16,1,0,1.0,0.0
Pennsylvania,Allegheny,40.46809875,-79.98167747,2020-03-16,6,0,4.0,0.0
Pennsylvania,Bucks,40.33682119,-75.10836643,2020-03-16,5,0,2.0,0.0
Pennsylvania,Chester,39.97291773,-75.74768357,2020-03-16,2,0,0.0,0.0
Pennsylvania,Cumberland,40.1625372,-77.26130755,2020-03-16,5,0,2.0,0.0
Pennsylvania,Delaware,39.91680171,-75.40243663,2020-03-16,7,0,1.0,0.0
Pennsylvania,Lehigh,40.6154815,-75.59435245,2020-03-16,1,0,1.0,0.0
Pennsylvania,Luzerne,41.17823008,-75.98447579,2020-03-16,1,0,1.0,0.0
Pennsylvania,Monroe,41.05934058,-75.34031025,2020-03-16,8,0,5.0,0.0
Pennsylvania,Montgomery,40.21053671,-75.36652296,2020-03-16,30,0,10.0,0.0
Pennsylvania,Northampton,40.75182733,-75.30471829,2020-03-16,1,0,0.0,0.0
Pennsylvania,Philadelphia,40.00338507,-75.1379271,2020-03-16,10,0,6.0,0.0
Pennsylvania,Pike,41.33155042,-75.03208106,2020-03-16,1,0,0.0,0.0
Pennsylvania,Washington,40.19208869,-80.24582867,2020-03-16,1,0,0.0,0.0
Pennsylvania,Wayne,41.64938475,-75.29956506,2020-03-16,1,0,0.0,0.0
Rhode Island,Providence,41.87064746,-71.57753536,2020-03-16,21,0,1.0,0.0
South Carolina,Anderson,34.51828081,-82.63959517,2020-03-16,2,0,2.0,0.0
South Carolina,Beaufort,32.39226291,-80.72619758,2020-03-16,3,0,0.0,0.0
South Carolina,Charleston,32.82487866,-79.96512315,2020-03-16,1,0,0.0,0.0
South Carolina,Greenville,34.89502264,-82.37295012,2020-03-16,1,0,1.0,0.0
South Carolina,Horry,33.9212828,-78.99555293,2020-03-16,3,0,3.0,0.0
South Carolina,Kershaw,34.33988254,-80.58763164,2020-03-16,15,0,4.0,0.0
South Carolina,Lancaster,34.68270843,-80.70513032,2020-03-16,2,0,0.0,0.0
South Carolina,Lexington,33.89665987,-81.27146426,2020-03-16,2,1,1.0,1.0
South Carolina,Spartanburg,34.92960077,-81.99225984,2020-03-16,1,0,0.0,0.0
South Dakota,Beadle,44.41464384,-98.27858469,2020-03-16,1,0,0.0,0.0
South Dakota,Bon Homme,42.98914167,-97.88592746,2020-03-16,1,0,0.0,0.0
South Dakota,Charles Mix,43.20660134,-98.58856175,2020-03-16,1,0,0.0,0.0
South Dakota,Davison,43.67490933,-98.14458906,2020-03-16,1,0,1.0,0.0
South Dakota,McCook,43.6742571,-97.36863144,2020-03-16,1,0,0.0,0.0
South Dakota,Minnehaha,43.67441641,-96.7910885,2020-03-16,4,0,1.0,0.0
South Dakota,Pennington,44.0025835,-102.8240777,2020-03-16,1,1,0.0,0.0
Tennessee,Campbell,36.40355516,-84.15108559999999,2020-03-16,1,0,0.0,0.0
Tennessee,Davidson,36.17007426,-86.78646056,2020-03-16,25,0,11.0,0.0
Tennessee,Hamilton,35.17670231,-85.16652245,2020-03-16,1,0,0.0,0.0
Tennessee,Jefferson,36.04818632,-83.45148924,2020-03-16,1,0,0.0,0.0
Tennessee,Knox,35.99508821,-83.94635435,2020-03-16,1,0,0.0,0.0
Tennessee,Rutherford,35.84591405,-86.4107263,2020-03-16,1,0,0.0,0.0
Tennessee,Sevier,35.78077323,-83.52244332,2020-03-16,1,0,1.0,0.0
Tennessee,Shelby,35.1864775,-89.89692423,2020-03-16,2,0,0.0,0.0
Tennessee,Sullivan,36.51240691,-82.30412917,2020-03-16,1,0,0.0,0.0
Tennessee,Williamson,35.89099229,-86.89281867,2020-03-16,18,0,8.0,0.0
Texas,Bell,31.03736027,-97.4785025,2020-03-16,2,0,1.0,0.0
Texas,Bexar,29.44928723,-98.52019748,2020-03-16,3,0,1.0,0.0
Texas,Bowie,33.44626922,-94.41834132,2020-03-16,1,0,1.0,0.0
Texas,Brazoria,29.18757369,-95.44563172,2020-03-16,2,0,0.0,0.0
Texas,Collin,33.18820114,-96.57264368,2020-03-16,8,0,1.0,0.0
Texas,Dallas,32.76670599,-96.77796049999999,2020-03-16,19,0,8.0,0.0
Texas,Denton,33.20521901,-97.11691153,2020-03-16,1,0,1.0,0.0
Texas,El Paso,31.76980765,-106.23632749999999,2020-03-16,2,0,1.0,0.0
Texas,Fort Bend,29.52704478,-95.77219463,2020-03-16,9,0,0.0,0.0
Texas,Galveston,29.40167322,-94.90469073,2020-03-16,1,0,0.0,0.0
Texas,Gregg,32.47940482,-94.81591935,2020-03-16,1,0,0.0,0.0
Texas,Harris,29.85864939,-95.39339521,2020-03-16,13,0,2.0,0.0
Texas,Hays,30.05669873,-98.02944344,2020-03-16,2,0,1.0,0.0
Texas,Lavaca,29.38508402,-96.93186692,2020-03-16,1,0,0.0,0.0
Texas,Matagorda,28.81955746,-96.01230294,2020-03-16,1,0,1.0,0.0
Texas,Montgomery,30.30079133,-95.50572772,2020-03-16,4,0,0.0,0.0
Texas,Smith,32.37474036,-95.27175679999999,2020-03-16,4,0,0.0,0.0
Texas,Tarrant,32.77143818,-97.29101614,2020-03-16,5,0,1.0,0.0
Texas,Travis,30.33432034,-97.78535620000001,2020-03-16,6,0,3.0,0.0
Utah,Davis,40.99001837,-112.1139997,2020-03-16,4,0,2.0,0.0
Utah,Salt Lake,40.66616532,-111.92160109999999,2020-03-16,16,0,2.0,0.0
Utah,Summit,40.86688146,-110.9535882,2020-03-16,4,0,2.0,0.0
Utah,Tooele,40.44862644,-113.12957150000001,2020-03-16,1,0,1.0,0.0
Utah,Wasatch,40.33110236,-111.1691419,2020-03-16,1,0,1.0,0.0
Utah,Weber,41.27116049,-111.9145117,2020-03-16,2,0,2.0,0.0
Vermont,Bennington,43.03519828,-73.09048868,2020-03-16,3,0,2.0,0.0
Vermont,Chittenden,44.46322849,-73.08359212,2020-03-16,4,0,3.0,0.0
Vermont,Orange,44.00470222,-72.37640104,2020-03-16,1,0,1.0,0.0
Vermont,Washington,44.27343241,-72.61604978,2020-03-16,1,0,0.0,0.0
Vermont,Windsor,43.58010937,-72.58595157,2020-03-16,3,0,1.0,0.0
Virginia,Arlington,38.8767675,-77.10139853,2020-03-16,9,0,2.0,0.0
Virginia,Chesterfield,37.37373208,-77.58680140000001,2020-03-16,2,0,1.0,0.0
Virginia,Fairfax,38.83677558,-77.27565836,2020-03-16,10,0,0.0,0.0
Virginia,Hanover,37.7583355,-77.49464673,2020-03-16,1,0,0.0,0.0
Virginia,Henrico,37.53460572,-77.39326555,2020-03-16,1,0,1.0,0.0
Virginia,James City,37.31156958,-76.76950618,2020-03-16,8,1,0.0,0.0
Virginia,Loudoun,39.08990083,-77.63481877,2020-03-16,5,0,0.0,0.0
Virginia,Prince Edward,37.22554789,-78.43597949,2020-03-16,1,0,0.0,0.0
Virginia,Prince William,38.70916224,-77.48713689,2020-03-16,3,0,1.0,0.0
Virginia,Spotsylvania,38.18574462,-77.655399,2020-03-16,1,0,0.0,0.0
Virginia,York,37.24374789,-76.54412815,2020-03-16,0,1,0.0,1.0
Virginia,Alexandria,38.814003,-77.08183073,2020-03-16,2,0,2.0,0.0
Virginia,Charlottesville,38.03527919,-78.48569588,2020-03-16,1,0,1.0,0.0
Virginia,Harrisonburg,38.43542574,-78.87536254,2020-03-16,1,0,0.0,0.0
Virginia,Virginia Beach,36.73285734,-76.04566934,2020-03-16,4,0,4.0,0.0
Washington,Clark,45.77568046,-122.48292040000001,2020-03-16,4,0,1.0,0.0
Washington,Columbia,46.29442881,-117.9051983,2020-03-16,1,0,0.0,0.0
Washington,Cowlitz,46.19074721,-122.6782231,2020-03-16,1,0,1.0,0.0
Washington,Grant,47.20753737,-119.4500749,2020-03-16,3,1,1.0,0.0
Washington,Grays Harbor,47.14003705,-123.7820567,2020-03-16,1,0,0.0,0.0
Washington,Island,48.14713305,-122.5216407,2020-03-16,7,0,1.0,0.0
Washington,Jefferson,47.75003077,-123.56097040000002,2020-03-16,3,0,2.0,0.0
Washington,King,47.49137892,-121.8346131,2020-03-16,488,43,101.0,8.0
Washington,Kitsap,47.63479026,-122.6436061,2020-03-16,7,0,4.0,0.0
Washington,Kittitas,47.12521214,-120.67943899999999,2020-03-16,3,0,0.0,0.0
Washington,Lewis,46.57756476,-122.39257690000001,2020-03-16,1,0,1.0,0.0
Washington,Lincoln,47.57705241,-118.41943880000001,2020-03-16,1,0,1.0,0.0
Washington,Pierce,47.03892768,-122.14059579999999,2020-03-16,38,0,12.0,0.0
Washington,Skagit,48.48171488,-121.766131,2020-03-16,7,0,3.0,0.0
Washington,Snohomish,48.04615983,-121.7170703,2020-03-16,200,4,46.0,0.0
Washington,Spokane,47.62113146,-117.4046494,2020-03-16,3,0,0.0,0.0
Washington,Thurston,46.9291895,-122.82906559999999,2020-03-16,4,0,1.0,0.0
Washington,Whatcom,48.82227976,-121.74900179999999,2020-03-16,3,0,1.0,0.0
Washington,Yakima,46.45738486,-120.73801259999999,2020-03-16,4,0,0.0,0.0
Wisconsin,Dane,43.06601594,-89.41733797,2020-03-16,10,0,4.0,0.0
